country,ccodewb,ccode,rcode,polity2,polity5,polity10,elyear,prev_elyear,maj_leg,maj_pres,mixed_leg,mixed_pres,prop_leg,prop_pres,multi_leg,multi_pres,piexec,pifed,a1_2n,a1_2nwe,a1_2wn,a1_2wnwe,a1an,a1anwe,a1n,a1nct,a1nwe,a2n,a2nct,a2nwe,a3_8n,a3_8nwe,a3an,a3anwe,a3n,a3nct,a3nwe,a4_6n,a4_6nwe,a4n,a4nct,a4nwe,a5an,a5anwe,a5n,a5nct,a5nwe,a6an,a6anwe,a6n,a6nct,a6nwe,a7n,a7nct,a7nwe,a8sn,a8snct,a8snwe,a9n,a9nct,a9nwe,a10_11n,a10_11nct,a10_11nwe,a10an,a10anct,a10anwe,a10bn,a10bnwe,a10n,a10nct,a10nwe,a11an,a11anct,a11anwe,a11n,a11nct,a11nwe,b1n,b1nct,b1nwe,b1nweg,b2n,b2nct,b2nwe,b2nweg,b3n,b3nct,b3nwe,b3nweg,b4n,b4nct,b4nwe,b4nweg,b5n,b5nct,b5nwe,b5nweg,b6,b7,b8sn,b8snct,b8snwe,b9sn,b9snct,b9snwe,b10sn,b10snct,b10snwe,b11b15fn,b11b15fnwe,b11b15fnweg,b11n,b11nct,b11nwe,b11nweg,b11x15fn,b11x15sn,b12an,b12anct,b12anwe,b12n,b12nwe,b15_impn,b15_impnwe,b15_impnweg,b15n,b15nct,b15nwe,b15nweg,c1an,c1anct,c1anwe,c1anweg,c1bn,c1bnwe,c1bnweg,c1n,c1nct,c1nwe,c1nweg,c2sn,c2snct,c2snwe,c4n,c4nct,c4nwe,c4nweg,c5,d1n,d1nct,d1nwe,d2n,d2nct,d2nwe,d3n,d3nct,d3nwe,d4n,d4nct,d4nwe,d5n,d5nct,d5nwe,d50n,d50nwe,d51n,d52n,d53n,d54n,dwallnrn,dwallnrnwe,dwn,dwnct,dwnpol,dwnpolwe,dwnsd,dwnsdwe,dwnuncct,dwnunclear,dwnunclearwe,dwnwe,dyn,dynct,dynwe,e1n,e1nct,e1nwe,e2n,e2nct,e2nwe,e3n,e3nct,e3nwe,e3nweg,e4n,e4nct,e4nwe,e5n,e5nct,e5nwe,ep10incshare,ep90incshare,epelectout,epgdpgr5,epgdppc,epgdppcgr5,epgdppcppp,ephosbed5,epint,eplifeexp,eplitadult,eplitfem,eplitmale,epprimgrad,epprogsec,pcbticon,pcbtidemacc,pcbtiid,pcbtilibcons,pcbtirel,pcdemprefer,pcdemsat,pceasybus,pcethnof_ethfrac,pcethnof_nlang,pcethnof_relfrac,pcrelfreq,pctrust,pcwvsdist,pcwvshappiness,peaid,peaidpc,pearmforces,pebirthrt,pebticompet,pebtidemcap,pebtieffic,pebtimacro,pebtisocpol1,pebtisocpol2,pecebalance,pecgdebt,pecgeducexp,pecgmilexp,pecpi,pecusttime,peelectricity,peemprigid,peexp,peexpgrowth,pefconsexp,pefdi,pefdiout,pegcapforgr5,pegcapform5,pegdpeducexp,pegdpmilexp,pegdprd,pegini,pegovexp5,pehimartaxrt,peintusers,peitexp,pelabforcepart,peland,pelongunemp,pemedbirth,penews,peoplictime,pepeexp,pepopdens,peprivhexp5,pepubhexp5,peregproptime,perurpop,pesav5,peseexp,pestartbustime,petaxrev,peteexp,petrade,peunemp,peworkage,pgbtijud,pgbtistate,pgbuscon,pgbusper,pglegtrad_co,pglegtrad_fr,pglegtrad_ge,pglegtrad_sc,pglegtrad_uk,pgwbacc,pgwbcor,pgwbeff,pgwblaw,pgwbregq,pgwbstab,pwomlegis,a2an,a1_2an,a2anwe,a1_2anwe,demstock,year,exelec,monit,polity2lag,sr11cheat,sr21cheat,monitlag,sr11cheatlag,sr13viollag,sr23viollag,sr21cheatlag,lnpopulationlag,lngdplag,singleparty,sr13viol,sr23viol,pressys,firstmpany,problems,lag1problems,institution,ethfrac,lanfrac,relfrac,avefrac,maxfrac,dpi_mdmh,group1,gprop1,poldis1,ecdis1,group2,gprop2,poldis2,ecdis2,group3,gprop3,poldis3,ecdis3,group4,gprop4,poldis4,ecdis4,group5,gprop5,poldis5,ecdis5,group6,gprop6,poldis6,ecdis6,group7,gprop7,poldis7,ecdis7,group8,gprop8,poldis8,ecdis8,group9,gprop9,ecdis9,group10,gprop10,poldis10,ecdis10,group11,gprop11,poldis11,ecdis11,group12,gprop12,poldis12,ecdis12,group13,gprop13,poldis13,ecdis13,group14,gprop14,poldis14,ecdis14,groupnum,balance,consum,avecon,mar_orig,gprop,sumfrac,repeat,e2_e3,inst_sumfrac,e2_e3nwe,poldis_ave,ecdis_ave,querol_added,qethpol,qethfrac,qrelpol,qrelfrac,ethrelevant,groups,egipgrps,exclgrps,exclpop,egippop,ttlpop,discpop,pwrlpop,olppop,olpspop,jppop,sppop,dompop,monpop,maxexclpop,maxegippop,maxpop,minsnrptr,elf,pelf,celf,pcelf,polrqnew,poltrqnew,egiptpolrqnew,egippolrqnew,fegip,fexcl,dwegip,fmds,fmdcs,fscj,fmdcj,downgraded,dominant,monop,snrptr,jnrptr,powerless,discrim,olp,olps,pwrshare,nonpreg,rexclpop,lnexclpop,rexclpop2,rexclpop3,lrexclpop,legippolrqnew,bgi,ethmobn,pegini_undp,partyfract,copolsal_mean,cosal_mean,coposal_4,cosal_4,issuenum,partynum,b12rnwe
Albania,ALB,8,Post Communist,9,7,5,,,0,0,1,1,0,0,0,0,2,,4.855303,5.052702,2.791919,2.949568,3.520455,3.796001,1.479545,50,1.203999,1.334849,47,1.256702,1.84,2.186538,1.3,1.543269,1.67,58,1.429327,10.53833,10.43886,2.538333,50,2.438862,4,4,1,58,1,4,4,1,56,1,1.826667,56,1.741667,1.62,47,1.929808,2.392727,54,2.268007,0.5,60,0.5,0,41,0,0,0,2.665079,41,2.600084,0.125,40,0.125,1.285714,35,1.285714,2.261818,53,2.259091,2.285142,2.357576,58,2.417541,2.453894,3.85,60,3.865385,3.869624,3.240238,44,3.27089,3.283724,2.155555,48,2.294017,2.340741,3.416667,3.166667,1.856061,58,1.909164,1.983333,60,2.354968,1.996667,30,2.326282,10.51148,10.32977,10.24133,3.227273,58,3.258741,3.273257,0,1,1.733333,60,1.83093,2.216667,2.491186,13.86519,14.10692,14.23312,13.59619,44,13.97344,14.11741,0.9714286,46,0.9739011,0.9854071,0.9683622,1.082187,1.12611,2.007828,45,1.896064,1.861729,1.691667,21,1.879407,1.56,16,1.528846,1.472043,2.555555582,4.688413,40,4.716659,5.133333,33,5.679487,4.421313,40,4.810699,2.333333,45,2.541667,4.170909,49,4.063287,11.4,10.47115,,,,,0.3166667,0.2844551,4.988889,41,1.241266,1.08678,1.148991,1.162691,41,0,0,5.106838,6.21,39,5.642308,3.066667,60,3.45032,2.89,58,2.992308,3.263636,52,3.310839,3.354154,3.363333,57,3.498237,2.99697,59,3.483027,3.24,25.87,12.29,5.62,1522.126,5.058729,6706.751,3.023067,0.0807398,76.33795,99.0426,98.7691,99.3251,95.92018,99.74871,2,9,9,6.8,10,94.7,26.7,110.5,0.087878,6,0.46,1.92,24.4,5.956,59.2,3.962263,101.1192,1.319005,16.4482,7.5,6.333333,4.666667,8.5,6,6,-6.772325,,,6.073769,117.1263,1.635,1174.64,32.5,23.47426,10.07056,99.14875,3.766328,0.1123049,6.990932,25.17218,,1.473953,,33.03,9.35569,20,6.043229,,60.46,27400,,99.8,24.39823,21.18,,115.0116,4.014675,2.535325,42,55.188,17.36678,,34.3333,17.18184,,71.26945,,65.1127,5,7.5,38.7,6,0,1,0,0,0,0.0336852,-0.5668577,-0.3756458,-0.695497,0.0909906,-0.2720203,6.733333,1.665151,5.185606,1.743298,5.539299,-348.767,2001,0,1,5,2,2,1,2,3,,1,15.06077,22.15632,0,,0,0,0,2,2,2,0.2204,0.0399,0.4719,0.2441,0.4719,11.1,Greeks,0.04,1,3,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,1,,4,4,1,0.04,0.7323,0,-0.3736365,1.4646,-0.3185315,1,3,1,0.38,0.22,0.72,0.47,2,1,1,0,0,0.95,0.95,0,0,0,0,0,0,0,0.95,0,0.95,0.95,0,0.0975,,0.0975,0,0.2305,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0.000111,0.084687,33,0.6364993,0.137588,0.4212251,0.2170844,0.5960984,8,5,1.733333
Angola,AGO,24,Africa,-2,-2.8,-2.4,,,0,,1,,0,,,,3,,4.967625,4.981152,2.862557,2.965745,3.620047,3.916084,1.379953,37,1.083916,1.347578,35,1.065068,2.586325,3.206589,1.384615,1.776675,1.497863,35,1.187069,9.236324,9.493713,2.213675,35,2.27378,3.397436,3.556383,1.602564,34,1.443617,3.625214,3.663551,1.374786,35,1.336449,1.712963,31,1.695341,3.605128,35,4.289743,1.606061,35,1.749674,0.4871795,39,0.4797353,0.505291,24,0.4616829,0.1538462,0.1538462,1.677778,12,2.006452,0.2359788,26,0.2080218,1.453571,20,1.713825,2.944056,33,3.621175,3.747596,2.782958,33,3.370003,3.504968,2.42871,36,3.026255,3.176318,2.591492,36,3.237349,3.395651,1.99537,25,2.699522,2.871875,3.333333,3.583333,1.460567,36,1.613567,1.333333,33,1.577713,2.839744,37,3.505101,10.81135,6.777826,5.646822,2.978632,37,3.484491,3.603726,0,1,2,39,2,1.846154,1.846154,12.74259,15.9543,16.69641,12.65079,22,15.87762,16.62679,0.7363636,31,0.8496579,0.8745455,0.5878788,1.071261,1.193693,2.301587,23,1.796467,1.672321,2.790404,34,3.583252,1.688889,34,1.511111,1.471563,3.363636255,5.407407,27,5.994026,5.632035,29,5.347577,4.685606,30,5.366446,5.247475,35,6.058,4.501526,32,4.29495,1.333333,1.032258,,,,,0.5128205,0.4665012,6.028572,19,0.4720775,0.3777638,1.344113,1.989714,31,0.3905724,0.3662431,6.343779,6.072222,34,5.703226,2.578283,35,3.148257,3.255556,34,3.367025,3.444444,33,3.810036,3.889583,3.111111,35,3.443342,3.135859,33,3.672401,,,3.66,14.95946,957.7056,11.7987,5085.338,0.8,0.0228152,42.35893,,,,,,3,2,9,3.4,10,,,168.5,0.7832817,14,0.6122,,,,,2.643967,31.47534,1.692083,47.5678,3.25,2.666667,2.666667,6,2,2,10.81363,,,,1771.792,16.49,131.8814,67.5,72.74033,,64.40269,5.329152,0.5941083,,11.48282,2.60244,3.702081,,,,,1.389893,,81.58,1246700,,47.3,2.272072,24.13,3.714878,12.90071,0.393775,1.881225,334,46.06,21.43612,36.88382,110.5,,74.54489,121.3662,,51.18276,2,5,44.4,8,0,1,0,0,0,-1.107018,-1.120176,-1.161603,-1.346602,-1.003658,-0.4625225,19.05,1.652422,5.272468,1.934932,5.851017,-114.2957,1992,1,1,-3,1,0,0,,3,,,15.95449,22.97606,0,2,,1,1,2,5,3,0.7867,0.787,0.6276,0.7338,0.787,0,Bakongo,0.11,3,2,Ovimbunu,0.38,4,2,Cabinda,0.02,4,3,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,3,,11,3.666667,1,0.51,2.2014,0,-0.1888888,6.6042,-0.4430106,3.666667,2.333333,0,0.57,0.8,0.91,0.45,2,5,1,4,0.62,0.26,0.88,0.47,0.15,0,0,0,0,0,0.26,0.38,0.26,0.38,0,0.7626,0.8302,0.9324,0,0.768072,0.783774,0.950554,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0.12,0.704545,4.14313,0.496384,0.349725,4.26906,0,,,58.6,0.4915825,0.0500561,0.3024189,0.059388,0.3961305,7,3,2
Argentina,ARG,32,Latin America,8,8,7.9,2007,2003,0,0,0,0,1,1,0,0,3,1,4.582685,4.67951,2.572522,2.623038,3.134881,3.189604,1.865119,64,1.810396,1.447804,58,1.489906,1.498413,1.549174,1.298413,1.300219,1.701587,58,1.699781,8.579382,8.985842,2.301504,70,2.434038,2.819048,2.898194,2.180952,72,2.101806,3.45883,3.65361,1.54117,70,1.34639,1.5375,59,1.60692,0.6,110,0.7468652,1.804937,59,1.631058,0.1958333,48,0.1950431,0,51,0,0.0125,0.0096983,2.750595,51,2.782892,0,52,0,2.378992,52,2.424297,3.018182,75,3.11442,3.216022,3.259416,76,3.404697,3.503841,3.336256,76,3.431846,3.495644,3.382456,71,3.450047,3.506514,3.165906,71,3.280586,3.321212,3.590909,3.2,0.6363636,110,0.8612853,0.6909091,110,0.9145768,0.4363636,110,0.588558,14.36147,10.33563,8.354671,3.036364,74,3.333856,3.481548,0,1,1.757619,72,1.647332,2.200952,2.119787,16.16222,16.6816,17.04323,16.3538,65,16.97837,17.33585,0.8825,55,0.9303879,0.9318069,1.025,1.207328,1.236881,1.88381,50,1.707307,1.67553,0.3545455,110,0.4937304,1.71,48,1.604885,1.558911,2.6875,5.139942,71,4.833097,4.799841,73,4.389587,4.52345,71,4.080374,4.886667,56,4.933621,5.20802,73,4.659148,11.6,9.810345,0.1713967,0.2027313,0.0885,0.1881,0.3727273,0.1684953,5.241988,69,1.652812,1.220548,1.063093,1.385738,69,0,0,4.473997,5.5,58,5.396552,2.804524,73,2.953838,2.889091,77,3.161912,3.015584,74,3.083072,3.190819,2.868542,77,2.880044,3.160866,78,3.440215,1.18,37.3,1.37,8.832993,8112.389,7.787529,12501.62,,3.023234,75.02654,97.6446,97.6775,97.6093,99.02606,93.76213,3,9,10,8,10,84.1,53.7,107.5,0.3073192,2,0.1512,2.0294,14.99,5.27,88.6,0.0587198,2.546177,0.5903952,17.6222,6.25,6.666667,6,6.5,7,6.5,3.514316,,12.54138,5.905683,165.0069,5.5,2381.011,35,24.93242,8.807315,72.59293,2.377875,0.6900623,25.42169,20.6923,3.656712,0.9838266,0.4506673,50.03,11.96044,35,18.50393,5.406963,61.86,2736690,,98.975,38.53407,175.83,11.42786,14.16029,5.111325,4.438675,51,8.636,23.68493,16.53867,37.1667,13.35811,11.0661,43.15008,12.0175,63.36964,6,8,16.5,15,0,1,0,0,0,0.3343605,-0.4504431,-0.138658,-0.518067,-0.7658861,0.1449278,34.25,1.552196,4.687077,1.510094,4.699697,-23.93981,2003,1,0,8,0,0,0,0,2,0,0,17.46096,25.36597,0,2,0,1,0,1,1,3,0.255,0.0618,0.2236,0.1801,0.255,10.7,Jews,0.01,1,0,Indigenous Peoples,0.01,2,3,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,2,,6,3,1,0.02,0.5403,0,-0.1264935,1.6209,0.0788403,1.5,1.5,0,0.58,0.41,0.18,0.1,2,2,1,1,0.01,0.83,0.84,0.01,0,0,0,0,0,0,0.83,0.01,0.83,0.83,0,0.311,0.9999,0.3111,0,0.628848,0.047052,0.058397,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.16,0.011905,0.693147,0.000142,1.70E-06,0.784119,0,0.0467395,0.0852327,50,0.8367196,0.0974855,0.4506553,0.090708,0.4234797,17,5,1.680556
Australia,AUS,36,Advanced Capitalist,10,10,10,2007,2004,1,0,0,0,0,,0,0,1,1,3.451786,3.743465,1.95119,2.156636,2.401786,2.726444,2.598214,30,2.273556,1.05,29,1.017021,1.319444,1.430851,0.6388889,0.7352246,2.241071,30,2.161094,7.289583,7.743262,1.746528,35,1.804078,1.868056,2.04344,3.131944,34,2.95656,3.675,3.895745,1.325,39,1.104255,1.485119,34,1.259119,2.041667,34,2.086879,1.8,40,1.938298,1.6,40,1.6,0.1111111,36,0.1111111,0.8,0.8,1,32,1,0.1111111,36,0.1111111,1,32,1,1.425,40,1.507447,1.525424,2.416667,36,2.58156,2.621469,1.2,39,1.268085,1.280226,1.086806,35,1.102541,1.106952,1.638889,36,1.764775,1.797866,2.333333,3.222222,1.130952,34,1.354272,1.302083,35,1.434988,1.833333,24,2.049645,11.99206,12.67646,12.79778,2.423611,35,2.434988,2.442561,0,0,2.354167,30,2.455674,2.208333,2.411348,7.767361,8.224409,8.331937,7.678572,28,8.12614,8.231639,0.7395834,35,0.7647755,0.7708726,0.9618056,1.062648,1.082235,1.714286,26,1.617021,1.599677,1.125,22,1.093972,2,32,2,2,3.875,5.225,40,5.169149,4.725,40,5.270213,4.4,40,4.6,4.55,40,4.57234,4.775,40,4.793617,11.75,11.29787,,,,,0,0,5.125,40,2.830047,1.920197,0.8747422,0.8190901,40,0,0,5.219149,5.434028,35,5.165928,2.425,40,2.730851,3.725,40,3.710638,2.825,39,2.969149,3.014689,2.677778,39,2.754137,3.2,40,3.67234,,,,3.260009,23143.99,1.884148,32734.85,3.985,11.86749,80.78098,,,,,,,,,,,93.71,81.55,9.5,0.3158901,1,0.7782,1.202,46.1,5.662,92.1,,,0.5020275,12.86,,,,,,,-6.325766,22.85628,,7.416371,116.581,,11063.79,10,19.29877,2.141279,75.57243,2.22198,1.376987,8.824796,26.38342,4.894914,1.938801,1.781783,,17.94476,46.2,63.24714,6.540289,64.16,7682300,18.56,100,156.9059,,17.09846,2.658852,2.84725,5.82775,5.4,11.812,20.85916,15.29086,2,25.1516,23.50035,40.55339,5.162,67.36058,,,20.7,2,1,0,0,0,1,1.339766,2.0518,1.957712,1.785049,1.705828,0.863907,25.13333,1.95,4.351786,1.982979,4.709423,633.9676,2004,0,0,10,0,0,0,0,0,0,0,16.79613,26.98982,0,0,0,0,0,0,0,1,0.0929,0.3349,0.8211,0.4163,0.8211,0.9,,0.014,1,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,,0,,,,0,,,,0,,,1,,0,,0,0.014,1.2489,0,0.8999999,1.2489,0.7414894,,,0,0.49,0.32,0.04,0.02,2,2,1,1,0.02,0.84,0.86,0,0.02,0,0,0,0,0.84,0,0.02,0.84,0.84,0,0.294,0.9996,0.2944,0,0.593152,0.09086,0.112003,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.14,0.023256,1.09861,0.000541,0.000013,1.20164,0,0,0,35.2,0.677332,0.3731686,0.6358936,0.3722519,0.6572483,7,4,2.366667
Austria,AUT,40,Advanced Capitalist,10,10,10,2008,2006,0,0,0,0,0,0,1,1,1,1,4.588735,4.827732,2.662753,2.831627,3.399524,3.667148,1.600476,70,1.332852,1.189211,66,1.160584,1.79381,2.133257,1.040952,1.307548,1.929231,70,1.673813,8.821465,8.776116,2.420513,67,2.403067,2.667619,2.632624,2.332381,74,2.367376,3.733333,3.740426,1.266667,74,1.259575,1.452747,69,1.282382,2.258571,52,2.477128,1.066667,75,1.048936,1.106667,74,1.092908,0.2836364,53,0.2788201,0.3466667,0.341844,1.428571,38,1.457447,0.0782051,64,0.0774004,1.051515,59,1.061734,1.44,75,1.453192,1.458599,2.230476,74,2.375177,2.452654,1.878095,74,2.069504,2.176646,1.640659,68,1.755494,1.822741,1.457143,70,1.551672,1.601911,2.266667,2.266667,1.065253,50,1.107732,1.29899,49,1.450032,2.135714,39,2.238982,11.80493,11.13093,10.82445,2.604312,61,2.761798,2.842683,0,0,1.842735,59,1.652323,2.168803,1.999682,8.646374,9.205038,9.512549,8.741758,67,9.267945,9.563169,0.5742424,54,0.6401515,0.675111,0.6106061,0.7001128,0.7474908,1.95,31,1.917553,1.900478,2.103333,20,2.432801,1.95,59,1.93883,1.929936,2.583333254,3.794286,69,3.886879,4.914286,66,4.864387,2.558462,70,2.516939,5.88,75,5.243972,5.174542,67,5.061716,12.8,12.31915,0.7996689,0.806561,0.3311,0.1543,0.0266667,0.0148936,6.350476,73,2.99442,2.385539,1.142909,1.151493,75,0.0266667,0.0148936,5.863121,6.716667,60,6.187943,2.906667,75,2.690071,3.533333,75,3.576596,2.769524,73,2.897872,2.968153,2.665714,73,2.947214,2.963809,73,3.357092,,,,2.444687,25514.3,1.86724,35536.5,7.8832,13.83889,79.43073,,,,102.5699,,,,,,,97.2,69.35,25,0.1263406,2,0.3602,1.765,53.85,4.631,90.6,,,0.9179032,9.414,,,,,,,2.278987,64.51409,10.85242,2.237632,110.3001,,7867.045,34.3333,53.59943,6.666166,73.80333,7.973152,8.526525,,21.0983,5.461922,0.9016029,2.369079,,18.06138,50,55.12752,5.786602,59.32,82450,26.3,,309.2479,,23.08247,99.75416,2.498625,7.826375,32,33.452,24.16972,27.41268,28,20.30867,48.14975,102.1005,4.696,68.02798,,,18,8,0,0,1,0,0,1.385108,2.023711,1.725144,1.896717,1.618207,1.234511,33.26,1.810789,5.210313,1.839416,5.506564,430.683,2004,1,0,10,0,0,0,0,0,0,0,15.91508,26.26701,0,0,0,1,0,0,0,3,0.1068,0.1522,0.4146,0.2245,0.4146,20.3,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,,0,,,,0,,,,0,,,0,,0,,0,0,0.6735,0,0.7638094,2.0205,0.6787233,,,,,,,,2,2,1,1,0.01,0.93,0.94,0,0.01,0,0,0,0,0,0.93,0.01,0.93,0.93,0,0.135,0.9999,0.1351,0,0.302568,0.0421,0.052291,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.06,0.010638,0.693147,0.000113,1.20E-06,0.724563,0,0.0020398,0,29.1,0.7674302,0.3131016,0.5392435,0.4255848,0.5937551,9,5,1.79661
Bangladesh,BGD,50,Asia/Mideast,-6,3.6,4.8,,,1,,0,,0,,,,3,,4.722378,4.87795,2.740793,2.860844,3.5,3.704583,1.5,52,1.295417,1.222378,47,1.173367,2.554779,2.821281,1.673077,1.858429,1.270979,50,1.124907,9.27195,9.462423,2.229992,46,2.198177,3.547203,3.710981,1.452797,47,1.289019,3.494755,3.553266,1.505245,50,1.446734,1.504808,50,1.491749,2.645105,50,2.888558,2.349838,37,2.24209,0.1730769,52,0.188216,0.4020833,42,0.4128546,0.0576923,0.0433715,2.535714,25,2.568389,0.2708333,41,0.2562057,2.138889,30,2.122931,2.47028,48,2.569186,2.579347,2.822115,51,2.878273,2.885162,2.915064,50,3.014184,3.029429,3.091346,50,3.266366,3.285621,3.103147,48,3.109582,3.113597,3.230769,3.615385,1.480769,52,1.737316,1.615385,52,1.853519,2.641026,51,2.984725,16.42549,12.05164,11.38987,2.81891,51,3.171304,3.223485,0,1,1.732372,51,1.650232,2.046474,2.121863,14.40195,14.83759,14.89316,14.19108,47,14.79759,14.87179,0.9388112,49,0.9253088,0.9242689,0.9039919,1.041983,1.063507,2.0375,46,1.873759,1.849242,2.185897,51,2.55701,1.159848,45,1.100081,1.092278,3.833333254,3.979762,33,4.340172,4.686283,37,4.064469,4.290476,33,4.603698,4.813889,45,4.563793,5.047024,41,4.303723,1.75,1.957447,,,,,0.2307692,0.2021277,6.760796,40,1.617873,1.14538,2.36931,2.513973,51,0.2147436,0.1762139,6.095189,5.333333,35,4.160757,2.720833,44,3.17234,2.888141,48,2.887916,3.089336,47,3.161933,3.177396,3.301748,47,3.643669,3.106119,47,3.260661,4.26,26.62,10.56,6.107831,402.4649,4.218139,1171.735,,0,63.65712,53.4821,48.0451,58.6746,69.9427,89.31139,6,6,8,4.6,7,68.33334,71.39,107,0.0049751,2,0.2134,3.287,23.5,7.569,77.5,2.18575,8.973844,0.3170788,25.4242,5.75,3.333333,2.333333,6.5,4,3,0.5306291,36.16055,15.08891,12.72122,130.7485,8.42,132.154,32.3333,17.00207,14.76194,81.95216,0.9480578,0.0052543,8.897966,24.21409,2.409816,1.170571,,31.02,5.495656,,0.2417909,5.749829,71.54,130170,,16.325,,6.1,8.265726,1177.096,2.304625,0.970375,389,74.264,31.77392,14.3988,57.8333,8.12492,42.89563,40.17038,4.285,61.3047,5,6.5,63.3,7,1,0,0,0,1,-0.6257321,-1.046346,-0.8055664,-0.8055544,-0.8557622,-1.437967,9.8,1.777622,5.277622,1.826633,5.531216,2.855319,2001,0,1,6,2,0,1,1,2,0,1,18.68304,24.61581,0,3,3,1,0,2,2,1,0.0454,0.0925,0.209,0.1157,0.209,1,Hindus,0.09,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,,0,,,,0,,,,0,,,1,1,0,,0,0.09,0.3471,0,-0.2011945,0.3471,-0.2740166,,,0,0.13,0.07,0.5,0.26,2,3,1,2,0.12,0.87,0.99,0.12,0,0,0,0,0,0.87,0,0.11,0.87,0.87,0,0.2309,0.9878,0.2431,0,0.44706,0.418733,0.495645,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.01,0.121212,2.56495,0.014692,0.001781,2.57423,0,0.00232,0.0558612,31,0.6504883,0.0523137,0.2898778,0.0562928,0.3872263,8,4,1.72549
