"ccodewb","country","USA","CAN","DOM","JAM","MEX","GTM","HND","SLV","NIC","CRI","PAN","COL","VEN","ECU","PER","BRA","BOL","PRY","CHL","ARG","URY","GBR","IRL","NLD","BEL","FRA","CHE","ESP","PRT","DEU","POL","AUT","HUN","CZE","SVK","ITA","ALB","MKD","HRV","SVN","GRC","BGR","MDA","ROM","RUS","EST","LVA","LTU","UKR","GEO","FIN","SWE","NOR","DNK","MLI","SEN","BEN","NER","GHA","NGA","KEN","TZA","AGO","MOZ","ZMB","ZAF","NAM","BWA","MUS","MAR","TUR","EGY","LBN","ISR","MNG","TWN","KOR","JPN","IND","PAK","BGD","THA","MYS","PHL","IDN","AUS","NZL"
"POL","Poland",5537.42313053892,3843.13221617741,7867.13110937951,8436.12038425992,8801.5901695644,9268.29940257715,9143.83783839942,9539.89466119228,9146.88965719185,9543.62386758858,9332.53704595047,8614.35182473852,8126.09383757148,9980.56843478762,9859.12694967237,7841.60056879441,10159.6542120152,10563.4712036417,11110.0770621765,10812.6111346367,11370.4318863283,839.19375451294,1330.99861108246,466.60071689673,595.576510171445,518.966480516741,532.472985477597,1293.33221833962,1911.83940991653,0,,154.748327436187,80.645208721133,0,0,453.364575684416,724.950826909859,739.736002394505,372.642572473609,344.910508954988,833.863081495851,531.407721310788,288.190282908942,101.691397706904,0,393.062168102295,199.215153893787,9.51221699249052,0,1439.13289337562,587.418937783991,161.647620387527,571.261585892697,108.07161333876,3326.66393544254,4601.57051874222,4363.22943429698,2930.43369780564,4588.07924049292,3975.02450231352,5039.51336245025,5596.62538723089,5975.88222064988,6809.0707356791,6382.60945877313,7907.66292371748,7356.44234995449,7402.02466443027,8380.79569992723,2225.73473178696,833.825974111952,1936.62537036024,1923.77835135975,2037.708606127,4335.54481901528,8263.99158361211,7448.86992140296,7526.09829733884,4355.5683466202,3820.14546087724,5976.13613979304,7202.4404645856,8444.4904038112,8787.15168711374,8202.85520796837,11847.700326876,16771.7725478958
"AUT","Austria",5592.77415799241,4429.25691113614,7603.91881176861,8241.76512475568,8742.69619407842,9200.07485365214,8993.55100976154,9422.90985538728,8993.55100976154,9360.83081761453,9074.1167045123,8321.07710713197,7741.15452852179,9631.08739264366,9449.2537459171,7280.95420941499,9672.75777655881,10029.78604107,10617.9333931596,10259.0020456794,10810.3083986118,716.6311416029,1252.55114394517,441.753442066055,354.565349406871,148.963326284468,0,724.585421278394,1395.76305728591,0,154.748327436187,,0,0,4.70963395877434,0,545.192960671244,646.99294593748,39.4891198418562,0,771.037544742161,571.856017622666,705.972363905755,301.038821018734,666.466094302821,1077.1630567047,865.236137707551,740.770030899083,373.06766002854,1843.9382667231,1264.30585561526,710.31300507033,1104.29211102621,651.77502886112,2760.79555595184,4031.49735604279,3880.13162355442,2549.38896045359,4075.18412436305,3625.23585303205,4996.29118839508,5484.69456557847,5629.39556902814,6722.86626658598,6244.66004786543,7739.42085658869,7018.0022982308,7186.11637177963,8486.2417829085,1655.58880339108,978.760139749279,1853.21650977035,2129.66675608827,2203.77746673823,4997.46557756215,8923.48166387093,8175.54838836619,8284.16357147699,4859.75496149881,4215.94412102742,6494.75016150499,7729.40637369606,8928.08260941731,9424.28337655223,8663.30566440865,12282.0554409213,17469.6711864183
"HUN","Hungary",6024.38197141822,4563.44093198978,8104.99935078589,8742.16671173315,9216.88051970552,9676.95455535032,9489.38502574593,9911.75067714221,9489.38502574593,9861.08106398314,9574.99585637899,8821.02319167105,8234.31976806224,10126.0050808344,9938.67861208261,7668.55072837824,10126.4846089119,10462.1503669215,11084.565565571,10659.3890937228,11191.6650294918,1155.68511197473,1694.36301600086,832.017654725984,790.422095658007,625.518420233341,432.55873067601,1132.79624150081,1868.907133539,222.316304879445,80.645208721133,0,,69.4674020525071,0,186.95907132064,358.417361622009,439.726398257836,0,4.89924882280066,559.796126605233,258.644824567408,282.272976722832,0,650.755836910474,1039.43726017247,835.186419148813,614.703208438936,0.121254078895031,1422.53249974477,1253.71251899133,845.251138372248,1265.69074190079,790.034713354782,3048.29832771476,4366.07118362192,3964.92557120759,2526.31617617738,4201.15314804149,3577.40067505541,4789.64951447829,5318.64280353516,5580.35594928171,6543.41195612938,6096.51985830741,7602.86942692835,6963.68093611044,7070.39584633457,8205.90172087842,2011.92090236014,648.271593236192,1654.86032930639,1796.31704884485,1884.96691582003,4643.96095885117,8556.12963649643,7876.52353049034,8066.1206835173,4432.65627185485,3801.64579712527,6068.63677741895,7304.19487157359,8500.901637531,9041.55409506334,8238.35121372908,11862.6411256435,17103.4316574327
"CZE","Czech Rep.",5600.65048394052,4197.2243512533,7762.58404719781,8369.56294242234,8811.17252295982,9272.92559613542,9104.40106555573,9518.2179913663,9104.40106555573,9485.50595881637,9234.3359024356,8492.79475394241,7960.03065074767,9832.39888460528,9684.07818239129,7622.66037420325,9957.06195561462,10354.3357873533,10907.2727660443,10596.4076510592,11151.801105772,757.364199310846,1283.41074204673,411.076109868739,405.502636443993,317.506480495347,310.914557861634,1071.3738591375,1703.80261326056,0,0,0,69.4674020525071,,0,224.122827731054,696.516848249437,784.007495835812,237.326509095802,200.525028006111,919.715058570524,640.047056678239,587.297834326415,322.531466203409,479.474906724187,885.988828296284,678.121627071975,562.141243109691,271.091384357437,1752.99619644673,1046.62484105202,481.738301495762,879.027764967842,421.143844975856,3100.02244921769,4379.36118074705,4148.89689446429,2789.09144006632,4361.66553997225,3867.17668699947,5151.25133223558,5658.6905349414,5871.3683235705,6891.71411036888,6432.79269763374,7937.98879204924,7259.92840923284,7401.7735439309,8589.81648108603,2003.51813612508,1032.59235905597,2007.25415535225,2165.48689637972,2265.22570337795,4827.46513188191,8755.18855133473,7997.19858542557,8104.89414654261,4728.83420021694,4136.80053578251,6357.25466839735,7587.89720465667,8809.94979965319,9258.36732742677,8557.10202426501,12190.4287905101,17297.4848482313
"SVK","Slovakia",5997.02749786448,4430.64337811181,8131.82757120094,8752.42913893506,9209.84532160192,9671.26764830999,9493.33195307211,9911.69671365197,9493.33195307211,9869.90082283626,9603.31055930771,8855.45238044183,8293.65369295976,10177.6462971834,10007.2344161027,7802.77665213654,10235.6273511111,10584.4219121657,11183.0721288052,10791.2783952401,11328.4551966991,1150.8619224472,1682.0370399356,806.572174317603,786.592990238159,637.377718852849,508.739327001313,1254.32765474868,1960.844929786,225.736355578013,0,4.70963395877434,0,0,,307.109132643517,572.738388065626,647.160574391079,176.406414599753,143.909526735981,776.497463806344,462.688293213237,313.534800712487,81.6571133870877,538.706294967245,940.099289590645,728.733190239349,522.655307938926,0.373824244620804,1480.38520571961,1156.24622410555,719.877400556105,1139.91758380143,657.265383819342,3199.42963409614,4511.07452453463,4159.34982514908,2736.79701860035,4391.74657097388,3792.76705688462,4991.94900367258,5530.71584600928,5796.32232227285,6757.00490330795,6310.8182384307,7818.69253829022,7180.39203070965,7289.8354193689,8356.22419544543,2149.48027228262,796.509841679719,1871.85119705289,1908.49677365034,2015.77036208287,4610.50424747937,8530.31655770252,7823.98879647341,7994.85805923068,4459.14467595103,3865.0865367874,6090.06989804767,7322.5204102848,8537.57921863385,9023.49271773639,8283.35828390656,11916.632711576,17080.4101647942
"ITA","Italy",5505.47191944662,4422.2187152288,7395.98879323425,8059.83093441414,8603.34559954181,9056.82169914506,8824.7943069045,9263.86995937266,8824.7943069045,9178.9294650117,8861.46430517954,8100.00552205093,7486.9392204397,9384.11296804933,9184.36520743587,6649.38251240358,9219.41339501503,9501.43283733735,10214.4930823936,9646.32028752316,10153.6082703933,714.138892188272,1191.48104310914,510.062204874772,395.603472421306,0,0,341.743086125728,1108.9138763956,48.0343749057448,453.364575684416,0,186.95907132064,224.122827731054,307.109132643517,,73.3734142762536,207.496192632417,35.5698121571125,0,111.664035946049,396.878716133566,984.313976091383,496.376366825716,976.293544180816,1373.58085703689,1171.09692951544,1079.03652782965,668.969917177505,1817.84265315074,1526.72135787692,925.722881403437,1255.54651357418,830.853355207533,1984.15440582877,3310.28377504256,2952.69834264045,1485.20679620632,3193.66898459221,2544.53970349348,4059.46905735655,4469.32050731168,4549.18762397837,5717.83870117343,5200.07101790127,6679.32447669246,5936.2625172238,6109.50067979304,7696.74158530882,1018.71048469444,615.294755190076,1076.14588793414,1650.50496764308,1670.20664876921,5326.7619979888,9241.8959836441,8515.94632814181,8621.83953696416,4866.37072739874,3989.62093121417,6507.70285016357,7747.77833062929,8805.88685244152,9683.82163984347,8485.20035259434,11996.1400037661,17214.5313641814
"ALB","Albania",6557.178170499,5192.96536831061,8452.10285809734,9127.1248093684,9681.43971125289,10134.8033471683,9895.01975429853,10338.4336159846,9895.01975429853,10245.7115746708,9912.66648417036,9145.69510276509,8492.06379180059,10397.7657593403,10152.8416938669,7522.83465423324,10150.1729338376,10409.6339802636,11152.8981964573,10515.1430128134,10989.9487599841,1678.27884448253,2216.97341004934,1377.6204792043,1314.67312875846,804.321452442558,851.292991420478,1280.19628184914,2108.05960626876,750.695337321466,724.950826909859,545.192960671244,358.417361622009,696.516848249437,572.738388065626,73.3734142762536,,0,68.0494889596006,476.331149985317,0,152.30940203726,712.000003988722,263.394877457435,1309.65590118167,1703.88415120187,1495.26455832771,1285.61025130316,638.793751719146,1592.94942946936,1919.93358186748,1470.60183142662,1891.72917370503,1413.0204907672,2724.64897867373,4150.4235612025,3463.00823519011,1910.01924622349,3732.99924888866,2944.99126537359,4134.41299388842,4628.71379233141,4935.08089137102,5863.78734355086,5402.91729003848,6909.53991447739,6308.54961773998,6380.21537968514,7659.32418318282,1956.73862833531,401.659189754649,993.265630951682,1467.95349103894,1502.7217141419,5124.6600452947,8988.31348497472,8409.20106578844,8679.8623286738,4644.54216790388,3778.59834889853,6286.16856790423,7526.45851806566,8591.66742054883,9439.89628131897,8275.07101505674,11800.4085404975,17080.8683982598
"MKD","Macedonia",6666.09351339486,5264.09297495621,8563.14003466099,9238.55343783148,9791.49663568996,10245.1411493825,10006.3827897195,10449.5599910389,10006.3827897195,10357.1348484221,10023.3869992376,9256.10239635804,8599.43305435687,10505.7222284461,10259.4868341994,7656.64443874785,10275.6007809164,10540.3935818247,11275.2329896875,10648.6499596766,11121.9402714784,1788.59213704649,2326.10425588108,1489.18558734693,1425.00395992336,912.534575987618,958.889039753015,1383.52440968964,2217.65340723874,862.595264059725,739.736002394505,646.99294593748,439.726398257836,784.007495835812,647.160574391079,207.496192632417,0,,179.397876839822,587.192443080342,0,0,583.520858703901,170.972438099744,1162.02511246469,1712.740752222,1512.97435516448,1291.26038599075,584.304035608879,1404.2091395395,1941.45593504821,1550.12667128937,1971.43778597227,1489.87214458914,2868.74723408454,4283.65952276785,3610.76216750367,2057.52371481359,3879.18033919181,3091.42709761651,4211.95843915164,4731.39429176772,5079.25222174667,5959.8410168005,5513.17388827585,7025.17835903116,6450.86116702469,6505.77208155805,7667.15957447617,2077.85517108251,272.303108655915,1072.07462423864,1362.02635525247,1412.59868797095,4978.44825844688,8822.23012998919,8276.60863351773,8582.58507334401,4464.66798075196,3629.5649453806,6107.59773750673,7348.73388515942,8435.00603845687,9265.18055543749,8125.67536926141,11667.8561282593,17001.3311929549
"HRV","Croatia",5968.80968014745,4719.22877459499,7928.65255740868,8582.27299029133,9105.6569647115,9561.43341191541,9341.04339174056,9776.3458814724,9341.04339174056,9701.68238944608,9395.96305252116,8636.67879920984,8028.05834074136,9925.12014322834,9724.04604966596,7396.38164576742,9885.50976143962,10207.3353573761,10849.1077512194,10389.956934338,10915.2173970421,1094.14125614661,1628.96954372595,807.02334331827,731.337786576206,408.474716538896,262.382757952139,890.513129603065,1645.66318928961,224.519633931436,372.642572473609,39.4891198418562,0,237.326509095802,176.406414599753,35.5698121571125,68.0494889596006,179.397876839822,,0,267.670000604921,280.222798854369,647.954978686709,109.611324918331,913.731074330502,1324.30108198112,1112.06942441072,954.353399524104,375.57113820059,1650.27104954752,1518.56227051354,995.663675732544,1399.96318045244,944.07381222604,2767.09065140284,4084.84088481119,3641.08204023134,2176.09224293501,3883.92679797505,3213.6486437478,4471.95694867398,4962.35602299809,5213.77711875192,6199.14540452931,5732.1408841911,7236.16998384172,6594.36060050536,6700.246902769,7988.1835962321,1737.67632054102,653.582412102474,1330.32613035154,1743.03973095657,1784.49757312294,5023.23381574304,8923.79592277124,8261.01692326718,8445.7354495212,4712.10915484262,3983.79202822219,6355.11571252576,7595.26072623106,8745.71324217014,9397.90493717707,8461.05478785985,12051.3617477433,17374.2223834521
"SVN","Slovenia",5913.04883868725,4681.20065973026,7907.46879223426,8553.68048182236,9063.56760257004,9520.52726672361,9308.78782680746,9740.65798063036,9308.78782680746,9673.00775796136,9376.22922670408,8619.51188611293,8023.01717876715,9917.00519209363,9724.45912507269,7422.30573805081,9893.52563824642,10222.1943401508,10857.6831266332,10413.9554031092,10944.6285281527,1032.8075461292,1573.02909049066,736.022123886013,669.21096104328,431.960420162504,225.660870320789,898.731500397264,1651.5273907816,119.2088846003,344.910508954988,0,4.89924882280066,200.525028006111,143.909526735981,0,476.331149985317,587.192443080342,0,,693.240484717352,537.163308996695,784.347691433905,284.86102193963,877.231334779049,1287.87455203496,1075.74012210025,938.211807824333,470.090751365684,1871.51533649664,1481.27873584774,958.460894436384,1342.4597922442,902.358898988465,2808.22705785772,4121.23286700056,3804.81143475335,2437.60304165145,4023.98747387243,3518.1380127937,4892.72470975236,5367.43782895877,5521.34608572254,6608.61721466097,6126.05691589461,7621.71040860368,6910.52046927287,7070.73968480279,8418.26571188842,1764.94092937675,942.502664775295,1756.39982865825,2091.28244558032,2161.73020727715,5138.29021199185,9056.83274125588,8342.71899877555,8476.65774577126,4916.31807306658,4224.27029307682,6556.25628737611,7794.15466020094,8967.88420053848,9544.64380491441,8691.5923544748,12293.5329329684,17605.8370172999
"GRC","Greece",6758.29364376922,5380.16941902491,8546.73505709131,9241.98253209014,9835.38456688112,10284.4067785081,10019.0121595026,10471.8464125955,10019.0121595026,10357.9307807507,9998.38010566543,9225.98268359068,8528.49201133657,10445.7004710257,10182.5039680131,7488.48871322576,10157.7078090698,10384.2781793481,11164.7112253036,10471.0991849791,10921.7726762478,1890.91341405613,2424.96078503621,1596.08020027412,1527.69862525465,894.370837350826,1056.27482035553,1318.30994086741,2190.29097917679,971.985185504174,833.863081495851,771.037544742161,559.796126605233,919.715058570524,776.497463806344,111.664035946049,0,0,267.670000604921,693.240484717352,,0,444.897638793077,217.321721955942,902.895261855814,1756.05348834349,1550.0933093944,1357.26721940611,436.444450397437,1120.27052510322,2022.24451252722,1683.70179385026,2103.74730603089,1621.00656148403,2595.41358855119,4108.46130945511,3281.72689834815,1593.50307163577,3581.98896691989,2587.37101557942,3471.9248424027,4021.70284848744,4530.77379781551,5234.49505305852,4808.2447629714,6337.28929726562,5801.209701984,5836.17673079483,6933.09139793153,1973.70221854705,0,366.251743086141,717.340114151693,732.013887287249,4736.90074312206,8556.05790286057,8047.25636997948,8420.24780576061,4017.49039818658,3116.9550080291,5728.7196285076,6957.60638159732,7935.82782892028,8989.64449675193,7594.9220435408,11066.2243924123,16301.37366359
"BGR","Bulgaria",6641.1408798548,5066.63020177199,8653.76454048937,9308.76998693566,9819.92236325312,10277.592276451,10066.2357913058,10498.9933049975,10066.2357913058,10428.180183256,10120.0332170353,9358.76242966103,8732.72892894226,10634.5434149186,10414.6605260624,7842.99579483521,10455.3901279808,10726.8645012956,11450.8928714113,10833.7744285947,11302.7158812141,1765.40395983152,2307.72697856845,1445.89775795307,1401.71452922073,1048.58728741894,981.600448890672,1542.8134992767,2341.32762627562,830.342133208213,531.407721310788,571.856017622666,258.644824567408,640.047056678239,462.688293213237,396.878716133566,152.30940203726,0,280.222798854369,537.163308996695,0,,172.060629204498,0,658.069173601027,1488.77014444334,1282.53164689765,1082.12730802173,163.876110842392,922.795230411826,1733.83630170992,1381.50208496466,1798.81948600063,1316.64118541425,3028.32957222149,4468.2117555857,3757.15026833122,2164.89202417992,4032.20750521561,3191.79524910509,4151.94624320463,4715.66654976303,5168.1690598889,5923.07673932297,5502.2336499992,7031.08746526344,6501.68850154095,6535.91193273299,7506.9745193243,2254.98814175426,0,1064.93302380909,1070.17118569241,1167.59959361157,4474.08302695962,8316.76146485537,7777.141292529,8133.34585093651,3994.12672993762,3229.59748375793,5638.39877343429,6879.90268429581,8003.66384207828,8763.16252322765,7712.10940956666,11286.8297977745,16682.8933824596
"MDA","Moldova",6605.65368821168,4681.77579441365,8842.66754101125,9446.94941968561,9858.50913107066,10323.2141012156,10176.0281347969,10582.1739759478,10176.0281347969,10561.570745191,10314.4429406424,9571.32156211187,9018.86979068264,10901.2293021239,10732.3646362488,8415.62010792087,10932.6955509433,11259.2904179492,11892.5054648569,11411.7068027922,11898.9983629321,1820.55651562862,2346.72137732656,1459.020758171,1485.01574875996,1356.7806028441,1225.3073881025,1937.54757560113,2674.65966959176,898.782645073561,288.190282908942,705.972363905755,282.272976722832,587.297834326415,313.534800712487,984.313976091383,712.000003988722,583.520858703901,647.954978686709,784.347691433905,444.897638793077,172.060629204498,,0,496.104810240913,1011.13200528622,807.776576973399,641.587014921565,0,848.226220088292,1300.4344045521,1113.25424602861,1536.91851681262,1092.39779683059,3652.87810395077,5053.43179988902,4380.77698022264,2763.40452050608,4657.19654765187,3777.17804209276,4564.72577049447,5158.45693784833,5729.08396558878,6313.33779611014,5946.21026228251,7485.14138329066,6979.64037988925,7009.56955540655,7828.41333494282,2783.17840274892,384.37452931719,1547.82740728832,1362.56740290378,1487.34229082183,4222.06614736939,8102.91095007128,7486.3501504238,7759.82129603763,3878.88513250467,3228.19695857114,5519.79570811613,6758.67295797172,7934.15133452475,8567.40036475096,7666.45335149698,11288.1844079977,16618.5932279009
"ROM","Romania",6362.44544907521,4650.63040502415,8433.98204060427,9071.61027808254,9554.26734946858,10013.9437142509,9820.65111578684,10245.8312805052,9820.65111578684,10190.4698430642,9903.71950340517,9148.83397954322,8554.37225729475,10448.7995791892,10253.553125404,7899.56387772425,10406.8965543031,10724.2352993746,11375.8194192701,10895.4549254847,11402.084608702,1493.72624933555,2033.11916151813,1170.73915382459,1128.64970287706,926.839032170054,755.474148679106,1416.43578310112,2176.14287808742,560.744153372425,101.691397706904,301.038821018734,0,322.531466203409,81.6571133870877,496.376366825716,263.394877457435,170.972438099744,109.611324918331,284.86102193963,217.321721955942,0,0,,553.550041253884,1031.52189904722,825.345631802453,646.026758652248,0,847.306618691205,1302.48138373468,1011.12593482269,1420.58947887647,948.929181924475,3217.09023965426,4554.607990708,3978.79445701389,2422.29966143451,4244.33815349176,3454.00158966581,4373.47302703434,4968.20955218453,5437.00740585646,6122.98315104219,5755.94270829554,7295.39418660139,6768.74426579348,6802.63195485339,7654.26646953725,2244.30746257002,201.593813690354,1331.94833834681,1193.90991116157,1311.42459587595,4317.89297300526,8180.75312610225,7611.41717016065,7855.07444505949,3912.21479882632,3200.32746204323,5556.07478677185,6796.98106846148,7943.803790421,8637.54401176182,7663.76788273236,11268.9394694659,16677.7708772786
"RUS","Russia",80.5783017157232,1258.45125464992,8216.99815305736,8215.9167285741,5079.64598362337,7699.12124787112,8037.66785871048,8104.49379264779,8276.21704624018,8605.59986860174,8893.99793789859,8970.01988953663,8506.48090196542,9468.62223847155,10200.3489162858,8341.84934033146,10568.0093141233,11028.4855306608,11527.3855183906,11301.8642294982,11868.2829535572,1211.06382385503,1681.74561198961,838.095412468633,1007.34111323914,1003.28038183896,1048.99952173397,1809.17436063276,2381.13252461111,369.282958319226,0,666.466094302821,650.755836910474,479.474906724187,538.706294967245,976.293544180816,1309.65590118167,1162.02511246469,913.731074330502,877.231334779049,902.895261855814,658.069173601027,496.104810240913,553.550041253884,,0,0,0,0,0,0,209.175802913735,0,307.990336631182,3847.00328042181,5118.50732564839,4837.37102042357,3142.79027582982,5115.09588343832,4103.76309294393,4145.80290315824,4871.56501140993,5902.998632774,5768.61998491187,5734.04182415802,7235.50013110552,6915.69452073171,6927.13558272011,6852.51027509799,2743.51756538204,137.856410069448,1434.22325845496,1018.34738194303,1172.5531119262,0,2065.49708418146,453.739297618054,45.9496706567723,1677.6986820405,1579.29901498162,2493.65114984895,3257.1222393169,4092.62309020785,2683.77306454881,4202.94323181312,5919.07423699925,9243.24530254052
"EST","Estonia",5467.26312867998,3433.78211454668,8254.80965716741,8769.80825292151,8883.07006988822,9480.34121389905,9416.96048158073,9792.24976497754,9436.31937892757,9854.14064007895,9705.78711558437,9025.52132870542,8631.80910106789,10432.261036021,10373.3234522036,8626.14457007404,10755.4510873518,11290.2231144646,11722.773432949,11597.7259071056,12171.1288839882,1287.12342358453,1778.01433602827,1066.68203265282,1284.6845239035,1348.95630553276,1423.83855184117,2175.02868125522,2680.36794678892,637.557875132656,393.062168102295,1077.1630567047,1039.43726017247,885.988828296284,940.099289590645,1373.58085703689,1703.88415120187,1712.740752222,1324.30108198112,1287.87455203496,1756.05348834349,1488.77014444334,1011.13200528622,1031.52189904722,0,,0,155.006792693826,623.895918163063,1792.18805215887,50.7599805511626,152.406979487202,556.031015906122,524.251652306158,4228.11067923958,5478.32051702593,5304.5746173187,3902.77302061811,5521.10493005434,4954.78702741716,5902.09471954047,6504.08251389067,6956.28250235358,7632.33903059401,7291.82013692825,8830.73343709396,8314.42354482907,8347.68339001298,9040.91732705145,3110.17982496219,1717.34165621964,2877.71226990784,2625.41743997147,2763.49734392256,3903.81595122379,7806.46583621705,6902.7181580157,6910.09944609345,4266.08355559399,3987.86696104031,5811.19538215446,6993.2539032495,8339.64590410535,8353.1855442824,8160.4236467167,11761.1013180827,16225.53981495
"LVA","Latvia",5642.81628708077,3596.67305771754,8245.44372743469,8779.85639920103,8972.62505357957,9531.08681296801,9449.46467366046,9832.44131506078,9463.12585967002,9873.96861647941,9702.52951876546,9009.03710979886,8586.24550722987,10404.898492839,10326.0873768425,8505.43906275175,10674.7344435277,11166.7280854565,11637.8779885659,11455.5572945977,12026.7951329697,1306.48657539777,1737.43429377462,945.481679289897,1142.32499474017,1173.21688625218,1233.51226614144,1990.7182175177,2532.22191738791,497.293360554133,199.215153893787,865.236137707551,835.186419148813,678.121627071975,728.733190239349,1171.09692951544,1495.26455832771,1512.97435516448,1112.06942441072,1075.74012210025,1550.0933093944,1282.53164689765,807.776576973399,825.345631802453,0,0,,0,419.434872742227,1626.84030436742,217.6669292257,145.545835141657,602.113219679342,386.859588585822,4036.21290051331,5298.93332331985,5094.73346796249,3690.26170499434,5313.65670420663,4743.13205659667,5705.13544928104,6301.00480551698,6745.09289670944,7440.07741759386,7088.76226022715,8626.12839447213,8108.69919592938,8141.73377372817,8862.38413945602,2926.14928548176,1511.10405656816,2672.13576197945,2436.07718658264,2573.37855748716,3967.11711698497,7886.12916728852,7028.74248452893,7079.504046002,4192.67751612742,3884.36281747467,5759.27096124443,6956.18237702023,8279.21861277637,8422.18507542426,8086.00388836376,11746.1930778082,16356.5582330658
"LTU","Lithuania",5803.57846478833,3732.09048972741,8261.36529930564,8803.03270541258,9054.55647569536,9571.11028214807,9479.97612610367,9865.38260918387,9491.73184334091,9900.09889990103,9720.69638039906,9021.59676414389,8586.24550722987,10412.2101899777,10326.0873768425,8469.35220871752,10674.7344435277,11148.226810119,11636.0027311312,11426.8394770874,11994.9273291102,1306.48657539777,1740.51918767506,941.299158217114,1123.45339676029,1131.38544571863,1179.49048436368,1939.53955282913,2504.45897617902,479.64501891406,9.51221699249052,740.770030899083,614.703208438936,562.141243109691,522.655307938926,1079.03652782965,1285.61025130316,1291.26038599075,954.353399524104,938.211807824333,1357.26721940611,1082.12730802173,641.587014921565,646.026758652248,0,155.006792693826,0,,223.195355474154,1573.54957853934,380.458138417051,193.505156778336,647.323268149362,386.859588585822,3977.24628102128,5248.87589358868,4956.13063986995,3509.03542307139,5189.84660986843,4546.38862771317,5539.08541481549,6118.4686181487,6542.30538718245,7291.56500937966,6905.81343779421,8437.89914874982,7906.96744907921,7942.49725390165,8761.26230984093,2873.99188213634,1326.98158800192,2471.77448012123,2309.47675366957,2442.92930926429,4087.44770057979,8013.62003305956,7186.7783904074,7266.48107938855,4252.9401985804,3895.38637927846,5831.74786432477,7035.05418464396,8344.8437626156,8541.44369400065,8142.93272050061,11803.4401875763,16511.246133478
"UKR","Ukraine",6212.67605200641,4258.20090933447,8516.98942525818,9114.75870866101,9483.99941006712,9951.1048888575,9826.99539905453,10223.4917321138,9829.23873960835,10224.0938974776,9988.71360301578,9243.14055406257,8685.47959088719,10568.9228813441,10398.6803564827,8145.98307781016,10610.2975860366,10946.9328511765,11564.9184264007,11138.988024135,11664.6248805371,1497.73270166625,2008.17930590436,1127.01857582344,1161.45108904542,1025.68325006604,893.082953402983,1617.71288588551,2344.34951031949,575.483867671261,0,373.06766002854,0.121254078895031,271.091384357437,0.373824244620804,668.969917177505,638.793751719146,584.304035608879,375.57113820059,470.090751365684,436.444450397437,163.876110842392,0,0,0,623.895918163063,419.434872742227,223.195355474154,,337.321221273937,886.92885271138,686.394143555575,1111.55620084757,683.149240876093,3506.52742741746,4829.91757127711,4360.94784789227,2761.02865283421,4612.1195191683,3771.43278672887,4408.41997292953,5028.42717575815,5718.38045842234,6113.53161730655,5831.05648401085,7378.02885346536,6918.29571943502,6939.56278215671,7518.85917109177,2487.3182851343,265.529390723967,1436.4572482159,1098.12342296357,1239.24109287295,3404.47186254118,7292.53704641733,6689.95998073038,7046.33591634077,3179.13429526861,2690.20343279318,4806.3296840193,6038.31078386735,7266.92144916218,7768.31485441254,7025.53824324464,10674.2496189982,15830.2484468493
"GEO","Georgia",7186.83452617411,5394.52009858302,10005.0886078891,10614.459922132,10990.0256720514,11475.2122133011,11341.9386393636,11743.6727816161,11341.9386393636,11728.9611851838,11476.7156309519,10728.3052390071,10140.9625716357,12036.3229366914,11833.6306162188,9240.39626097507,11895.1381874887,12135.367188782,12894.3031363246,12219.1370944283,12646.9050112478,2987.46685600273,3512.90234298403,2625.57896175164,2649.55329691421,2469.51189035781,2342.2710727654,2976.60577929828,3754.62945915814,2064.84954858932,1439.13289337562,1843.9382667231,1422.53249974477,1752.99619644673,1480.38520571961,1817.84265315074,1592.94942946936,1404.2091395395,1650.27104954752,1871.51533649664,1120.27052510322,922.795230411826,848.226220088292,847.306618691205,0,1792.18805215887,1626.84030436742,1573.54957853934,337.321221273937,,2059.54927169234,2134.15789798345,2587.08015682752,2203.32022423023,4283.00994869238,5860.08165739173,4946.01377897211,3212.02608106818,5252.7171766499,4095.72954149196,4087.73724887923,4760.65028386735,5769.61743694741,5719.44688982977,5611.61931745823,7137.05143616555,6764.76580340773,6778.31669761378,6859.79428309223,3697.24841171193,0,1308.85862532891,884.767493794657,1039.60071878349,3283.48321387771,6952.53096581885,6602.54646594691,7018.75509735639,2494.35478567062,1791.29909211,4137.32111572298,5378.57670788565,6498.27924099277,7345.67180715172,6219.86797513917,9838.96629570145,15238.7841962257
