"ccodewb","country","USA","CAN","DOM","JAM","MEX","GTM","HND","SLV","NIC","CRI","PAN","COL","VEN","ECU","PER","BRA","BOL","PRY","CHL","ARG","URY","GBR","IRL","NLD","BEL","FRA","CHE","ESP","PRT","DEU","POL","AUT","HUN","CZE","SVK","ITA","ALB","MKD","HRV","SVN","GRC","BGR","MDA","ROM","RUS","EST","LVA","LTU","UKR","GEO","FIN","SWE","NOR","DNK","MLI","SEN","BEN","NER","GHA","NGA","KEN","TZA","AGO","MOZ","ZMB","ZAF","NAM","BWA","MUS","MAR","TUR","EGY","LBN","ISR","MNG","TWN","KOR","JPN","IND","PAK","BGD","THA","MYS","PHL","IDN","AUS","NZL"
"PAN","Panama",1722.87474285828,3556.55229413589,1170.48635728711,929.167547515733,1092.3690913889,885.486899887875,564.106073805362,680.09898598866,160.320806524896,0,,0,440.048288544583,648.467249776429,849.522901420558,1071.46784457051,2211.71729511685,3459.44494619107,2887.02906891107,3452.4125019486,4672.98759168511,7879.46335286791,7677.78216792643,8616.52794603812,8557.54015538486,8006.97073734912,8809.07084355903,6543.13844423847,5703.27841464372,8790.84067087632,9332.53704595047,9074.1167045123,9574.99585637899,9234.3359024356,9603.31055930771,8861.46430517954,9912.66648417036,10023.3869992376,9395.96305252116,9376.22922670408,9998.38010566543,10120.0332170353,10314.4429406424,9903.71950340517,8893.99793789859,9705.78711558437,9702.52951876546,9720.69638039906,9988.71360301578,11476.7156309519,9392.49459697363,9084.96691309004,8734.03348710502,8921.57732367548,7107.3381067929,6538.02360278856,8552.2681117186,8446.40384472789,8147.51934613354,8787.39040919516,12277.9065349141,11913.971666362,10009.4891076196,12108.335934946,11206.5426648161,10794.1862323512,10167.2726093301,11084.5472572835,14951.9771324646,6595.28696880818,10492.0311611579,10660.3126742964,11526.7439829427,11514.3054626641,13145.6032684587,15332.0643652516,13768.8928293229,12324.0018836359,14327.8248349314,13842.7776693203,15779.0799076708,16667.1246622725,17066.8808521559,15842.2119922237,15119.5670238894,13698.7856748677,10892.9015438409
"COL","Colombia",1662.29174197642,3411.14061560666,569.339446098963,759.334577371683,1549.45441937053,1413.9448886167,941.994529872809,1245.2475520959,724.050394040269,559.683982969572,0,,0,0,0,0,726.618965468143,1923.68897397986,1468.5648289399,1982.4248230929,3152.06302061789,7171.0775599893,6953.06058324924,7879.70886511046,7819.71096382144,7257.53597703,8050.90157046122,5716.54037626332,4942.95427274037,8052.17745303688,8614.35182473852,8321.07710713197,8821.02319167105,8492.79475394241,8855.45238044183,8100.00552205093,9145.69510276509,9256.10239635804,8636.67879920984,8619.51188611293,9225.98268359068,9358.76242966103,9571.32156211187,9148.83397954322,8970.01988953663,9025.52132870542,9009.03710979886,9021.59676414389,9243.14055406257,10728.3052390071,8804.48079722409,8403.59026245569,8062.73517628987,8215.86175791052,6103.35021235632,5535.00045660267,7517.30718319966,7442.05429202123,7089.86313021235,7744.31514072631,11214.7003037333,10719.7749868758,8798.85482722226,10814.2724047204,9925.8350288066,9430.06087060439,8848.97399215856,9743.4600185453,13607.3460295783,5663.19995345712,9722.68305231591,9878.72039456652,10749.5027736405,10735.0757958493,12789.5155991584,15591.680292374,13980.3234863399,12651.9131115219,13646.20826821,13083.1679265542,15171.1890407054,16250.5097453303,17569.1433680385,16186.9519934988,15523.6377972338,13469.1487594803,10716.2081749545
"VEN","Venezuela",1740.00853788854,3486.31410561551,617.145133108267,828.49176428605,1828.29351857377,1767.33834948249,1230.6196243411,1635.08047387189,1141.61511996833,1009.87892353365,440.048288544583,0,,869.71745048009,562.902497948075,0,1142.99208851518,2282.43263791559,2049.26701936832,2482.42928016926,3514.09912888135,6716.87285697568,6491.86268829574,7370.24421629164,7308.50203588921,6710.89271029137,7454.4912475561,4874.08436895912,4388.22127815701,7532.92957935684,8126.09383757148,7741.15452852179,8234.31976806224,7960.03065074767,8293.65369295976,7486.9392204397,8492.06379180059,8599.43305435687,8028.05834074136,8023.01717876715,8528.49201133657,8732.72892894226,9018.86979068264,8554.37225729475,8506.48090196542,8631.80910106789,8586.24550722987,8586.24550722987,8685.47959088719,10140.9625716357,8503.59234223745,8012.2424544746,7686.43242055555,7773.1486933557,5228.01590270139,4659.44839134174,6649.5553219984,6567.08523953055,6241.1201305208,6879.98288154976,10368.6460027807,10003.2807213091,8107.96357559344,10249.8376946171,9344.07945392973,9023.37175750493,8321.18762964894,9257.40909340823,13117.8228775954,4792.54459061084,9044.85111662743,9030.48326797546,9968.70940711754,9918.86332009939,12728.2284721804,15664.1935519558,14052.4780667115,12754.4428915255,13168.4954783662,12409.2981763897,14781.596107666,15982.9099035385,17229.5119693112,16268.5492450731,16162.8836697001,14202.9803532514,11653.6157297373
"ECU","Ecuador",2631.27017524037,4474.56699903273,1962.24866453836,1807.35049759092,1600.155863676,1513.80765560117,1491.14530018351,1489.96968831315,1166.18003646801,856.056094491186,648.467249776429,0,869.71745048009,,0,487.394044305948,1211.63174009153,2478.28199239351,1723.08612149386,2314.83480998268,3582.32222016519,8560.61690409056,8325.82158306653,9231.01852746396,9169.88295281413,8585.35670720369,9347.34570697734,6823.08777811038,6257.07333316056,9399.70264174329,9980.56843478762,9631.08739264366,10126.0050808344,9832.39888460528,10177.6462971834,9384.11296804933,10397.7657593403,10505.7222284461,9925.12014322834,9917.00519209363,10445.7004710257,10634.5434149186,10901.2293021239,10448.7995791892,9468.62223847155,10432.261036021,10404.898492839,10412.2101899777,10568.9228813441,12036.3229366914,10228.5898980173,9811.58362541318,9472.73335131077,9601.00655499235,7125.02020491126,6562.49475387963,8494.8182471222,8456.1521075104,8037.73012841496,8693.10670782146,12146.5371556238,11624.1355707926,9661.4333405266,11646.9529804312,10758.9736811808,10129.9478046996,9663.34384913472,10498.3811069439,14341.8537586424,6736.81829241967,10957.3681836373,10982.4985824182,11911.6248021752,11867.2315357221,13858.4310300579,15470.1434781253,14108.1560831416,12569.2424780311,15030.5527077718,14333.3004443208,16598.2482967507,17368.845865633,16554.1287968074,15712.4726451912,14105.4997846217,12360.5088073252,9524.87943226039
"PER","Peru",2845.44487571618,4681.73432311641,1994.71770354874,1973.54577487864,2384.37936649434,2187.04016775954,1863.59127487359,2000.01810760416,1499.23852886532,1209.02053764256,849.522901420558,0,562.902497948075,0,,0,0,832.802578316635,0,552.72920404944,1819.74349975613,8450.15562700247,8231.89972533333,9101.74844018135,9039.23413929289,8436.01371273641,9159.31263493026,6498.67726095283,6121.42285230424,9258.38825260831,9859.12694967237,9449.2537459171,9938.67861208261,9684.07818239129,10007.2344161027,9184.36520743587,10152.8416938669,10259.4868341994,9724.04604966596,9724.45912507269,10182.5039680131,10414.6605260624,10732.3646362488,10253.553125404,10200.3489162858,10373.3234522036,10326.0873768425,10326.0873768425,10398.6803564827,11833.6306162188,10238.4118967201,9753.32789917068,9424.6557266031,9513.22983330865,6657.15502134638,6106.37350829879,7983.83514846344,7975.77738836983,7499.77890515273,8154.44170611933,11346.4147371693,10710.1341756885,8518.31544127922,10250.5060946482,9606.01931215923,8714.4254274732,8503.05437325857,9154.08376140432,12851.9466011683,6337.39496925502,10700.6051347873,10626.7747382496,11592.9627002293,11529.9243944125,14202.8652997137,16628.3856965241,15092.1041149772,13649.4197544722,14886.8074348098,14050.3783335187,16514.1312762012,17686.4430347963,17749.7820748235,16927.7346577872,15060.1463436721,12144.1252969213,9702.39850222245
"BRA","Brazil",2833.94658780254,4263.65156092836,1596.22152338928,1921.23525185322,2681.29439125854,2542.75887207283,2071.04374634237,2358.87338832675,1828.24656823934,1606.74584975532,1071.46784457051,0,0,487.394044305948,0,,0,0,709.008156267275,0,0,6630.80816326028,6482.97251337903,7254.57690940843,7186.13386626348,6345.49247729407,7005.1709042449,4087.86408224209,4381.95921665911,7202.22481126849,7841.60056879441,7280.95420941499,7668.55072837824,7622.66037420325,7802.77665213654,6649.38251240358,7522.83465423324,7656.64443874785,7396.38164576742,7422.30573805081,7488.48871322576,7842.99579483521,8415.62010792087,7899.56387772425,8341.84934033146,8626.14457007404,8505.43906275175,8469.35220871752,8145.98307781016,9240.39626097507,8545.86182848865,8020.02286952505,7743.85153087085,7737.78122629653,3274.99460727365,2837.47864080491,4300.65617152441,4496.2526033383,3763.36816932979,4419.7284438814,7657.45951993218,7101.04428869554,5134.94568086866,7115.96625545456,6234.12988233484,5756.71291503508,5150.04950583748,6062.95975581467,9929.58240731604,3504.59179091172,7965.33094034188,7238.20101731315,8539.48527947423,8407.7059183086,12814.4287919582,16621.0591389278,15062.1227807402,13830.6984626348,11632.9706229886,10910.2958567475,13616.590308312,14698.1295104881,15006.1612310563,16752.8307619587,14511.5333004856,11193.9173874729,9590.1645950878
"BOL","Bolivia",4159.54762659678,5885.45832064282,3087.91080620675,3250.50921411042,3770.34182199329,3549.3110425657,3235.79697098388,3350.51802725038,2866.71908596899,2565.98759794966,2211.71729511685,726.618965468143,1142.99208851518,1211.63174009153,0,0,,0,0,0,1013.69093350373,8775.44960195902,8601.08238064016,9411.11071063026,9344.16529642805,8690.60224045191,9379.61954765292,6479.0864777389,6477.79350061625,9535.69542464873,10159.6542120152,9672.75777655881,10126.4846089119,9957.06195561462,10235.6273511111,9219.41339501503,10150.1729338376,10275.6007809164,9885.50976143962,9893.52563824642,10157.7078090698,10455.3901279808,10932.6955509433,10406.8965543031,10568.0093141233,10755.4510873518,10674.7344435277,10674.7344435277,10610.2975860366,11895.1381874887,10655.920007432,10148.3978973372,9844.4906523072,9872.57286236149,6040.05483302779,5566.40824160618,7033.0457122366,7276.53922697719,6503.1596237578,7149.39659491699,10135.1319988671,9492.22623846604,7300.44352531697,9035.92153935914,8385.77702334631,7494.50044156885,7284.38068688592,7929.43952583975,11668.3614258972,6092.63235809312,10657.6596972968,10018.1154575747,11296.7367478479,11173.7342500056,14967.6806515016,18037.5706614882,16464.225621823,15029.2790775593,14379.7592266072,13690.182374433,16393.4346054763,17125.8382864438,17068.3720874573,17631.6038966653,15284.4100271341,11825.709274147,9644.78197083097
"PRY","Paraguay",5355.2816068629,6971.55626512275,4253.95920930086,4443.82337283246,5046.58180038164,4826.08761501593,4490.50711904619,4626.42984215664,4137.13825514564,3840.05862372225,3459.44494619107,1923.68897397986,2282.43263791559,2478.28199239351,832.802578316635,0,0,,457.667484674957,0,282.289182104631,9296.81723503967,9187.24057994325,9888.34972074573,9817.31163679015,9057.09588667654,9740.31491159263,6804.29727212474,7116.59401857264,9927.79165096697,10563.4712036417,10029.78604107,10462.1503669215,10354.3357873533,10584.4219121657,9501.43283733735,10409.6339802636,10540.3935818247,10207.3353573761,10222.1943401508,10384.2781793481,10726.8645012956,11259.2904179492,10724.2352993746,11028.4855306608,11290.2231144646,11166.7280854565,11148.226810119,10946.9328511765,12135.367188782,11238.5896561627,10670.935347727,10453.9588308767,10400.7988312145,6138.12019423698,5731.53898579899,6924.1710495065,7273.96059990292,6412.20085623445,7035.33782145349,9784.30887528204,9104.2533428433,6859.44773076047,8444.31981938911,7927.58147694015,6922.14071286136,6836.09958643153,7376.79954162134,11040.3206809365,6343.59640514455,10855.1972632232,9969.8907049903,11374.2591065008,11213.1448991164,15571.8877123631,19299.4354063301,17689.804410155,16300.367143253,14204.7858469382,13599.3630045684,16216.5593657376,16499.1576894778,16353.4650390274,17479.2361229048,15457.0526023949,11729.2630082747,9889.79167562056
"CHL","Chile",4868.47457859556,6692.36917671123,3889.08287336909,3983.39973559639,4330.36288716246,4125.87912711803,3880.71425226625,3946.66595799756,3495.93508478955,3183.68730242638,2887.02906891107,1468.5648289399,2049.26701936832,1723.08612149386,0,709.008156267275,0,457.667484674957,,0,1053.47001606002,9738.16329000534,9569.16690867896,10370.042274486,10302.4354535632,9634.55748310708,10323.7844707247,7463.54993557905,7447.11366660967,10487.2021521846,11110.0770621765,10617.9333931596,11084.565565571,10907.2727660443,11183.0721288052,10214.4930823936,11152.8981964573,11275.2329896875,10849.1077512194,10857.6831266332,11164.7112253036,11450.8928714113,11892.5054648569,11375.8194192701,11527.3855183906,11722.773432949,11637.8779885659,11636.0027311312,11564.9184264007,12894.3031363246,11625.9963029684,11117.5592851249,10815.1792739971,10838.3488882756,7152.64061426506,6658.99844250608,8128.08763570938,8399.70627090732,7602.71334701204,8242.95207473561,10601.5362176219,9707.21816638264,7743.71833231739,8143.02438909443,8448.16940287368,6655.48937474076,7048.61476543892,7462.4313025648,10090.3992678813,7115.44077649869,11680.9301615858,11135.9919475317,12382.6095278418,12271.0026618321,15937.9832847684,16168.5470587742,17094.4050774337,15600.3619724895,13884.91422269,14688.5365653754,15754.4485222642,14341.0102561398,13894.3499845719,14303.2732107891,12290.5305151744,8496.76982343401,6845.2452783727
"ARG","Argentina",5417.3148061076,7224.19021907285,4393.37354009125,4521.61356207701,4921.76840954767,4715.99948486533,4466.89492453412,4534.35404548704,4076.5946917418,3766.48277055924,3452.4125019486,1982.4248230929,2482.42928016926,2314.83480998268,552.72920404944,0,0,0,0,,0,9633.57173654409,9560.13625505205,10191.0250499196,10118.9414608022,9307.32548767487,9977.71632991835,7038.93088406103,7543.65503546725,10172.1303170158,10812.6111346367,10259.0020456794,10659.3890937228,10596.4076510592,10791.2783952401,9646.32028752316,10515.1430128134,10648.6499596766,10389.956934338,10413.9554031092,10471.0991849791,10833.7744285947,11411.7068027922,10895.4549254847,11301.8642294982,11597.7259071056,11455.5572945977,11426.8394770874,11138.988024135,12219.1370944283,11577.4019037268,10977.1675334759,10820.4055682063,10719.5142797058,6213.55539184844,5819.47021036191,6956.28952161365,7326.23602918274,6449.99880154012,7065.91480381426,9724.36588446433,9032.0082266165,6772.40005176629,7980.58290552328,7832.01009875479,6504.40097742599,6715.38488690499,7205.02302440026,9986.48753871073,6496.0682158933,10935.8228054635,10009.1290883992,11432.7647786828,11261.6686993297,15809.2367349614,16267.7673202955,17329.4828310692,16192.2973199547,13804.3249785327,13603.6202871922,15702.3261581196,14391.1233414266,13961.4814559176,14398.4647243648,12399.2717226187,8589.86769380887,6966.6703715038
"URY","Uruguay",6592.25727106443,8191.60854390778,5483.57619261994,5682.09190774216,6188.12632808357,5979.81662229007,5699.16722863447,5793.81246474349,5324.84895606275,5018.82121097052,4672.98759168511,3152.06302061789,3514.09912888135,3582.32222016519,1819.74349975613,0,1013.69093350373,282.289182104631,1053.47001606002,0,,10209.2353600115,10136.0554370305,10764.7674788445,10692.641300572,9871.2790682538,10534.0258240111,7605.3855832371,8116.45335188555,10730.6705174554,11370.4318863283,10810.3083986118,11191.6650294918,11151.801105772,11328.4551966991,10153.6082703933,10989.9487599841,11121.9402714784,10915.2173970421,10944.6285281527,10921.7726762478,11302.7158812141,11898.9983629321,11402.084608702,11868.2829535572,12171.1288839882,12026.7951329697,11994.9273291102,11664.6248805371,12646.9050112478,12152.7263787742,11550.7943262534,11396.3843412719,11293.9593173985,6651.09469586111,6301.29269588779,7209.8084796445,7659.93803283884,6732.73506277592,7311.80001680053,9674.69543634954,8951.10409649931,6667.56621954105,8022.11282995515,7678.64383410963,6479.56593070487,6511.0132264058,7011.30008923181,10541.5725960373,7032.31029708774,11349.6343358923,10264.9036527692,11758.9980694424,11546.5495066904,16311.2588444806,18504.1410511022,18924.9223577314,17460.5637794711,14226.0813395104,13705.6510330666,16117.5646949081,15913.0225173984,15652.3284155167,16650.8749543363,14787.2548412199,10996.0216192399,9321.88245523273
"GBR","UK",4121.88552888919,2846.54043312681,6416.04274557616,6979.28820651329,7370.40235381132,7833.73930508463,7692.4117311363,8092.33948519276,7692.80911250632,8087.26865480687,7879.46335286791,7171.0775599893,6716.87285697568,8560.61690409056,8450.15562700247,6630.80816326028,8775.44960195902,9296.81723503967,9738.16329000534,9633.57173654409,10209.2353600115,,0,139.572404819764,80.9146076084657,34.881954885774,575.141128774182,702.967615471376,896.526506766606,297.427072154255,839.19375451294,716.6311416029,1155.68511197473,757.364199310846,1150.8619224472,714.138892188272,1678.27884448253,1788.59213704649,1094.14125614661,1032.8075461292,1890.91341405613,1765.40395983152,1820.55651562862,1493.72624933555,1211.06382385503,1287.12342358453,1306.48657539777,1306.48657539777,1497.73270166625,2987.46685600273,1112.08366074455,692.900119659608,309.564028534695,516.069990984238,2770.01010587863,3786.16429212731,4229.3557286664,3186.43957895753,4324.65588947605,4114.48223771139,6000.30737505288,6407.02783169394,6225.00687473363,7656.23018359614,7117.02323591052,8562.04942038396,7603.7484422538,7914.59545803906,9594.27258890323,1559.71323455211,2171.90223062278,2913.59845757916,3320.70547816446,3386.56835882076,5354.43590706462,9148.04600448847,8047.67648822153,7749.63886581499,5887.64395800759,5372.83807666136,7415.19629505069,8569.29875680364,9949.30534729579,9734.6211630652,9756.66705726642,13223.8796599312,17034.1372274415
"IRL","Ireland",4034.5995305237,2959.00719710531,6210.67074585191,6795.80873127105,7234.28657827236,7694.72270831548,7524.16916520037,7936.39331851082,7524.16916520037,7909.30201013714,7677.78216792643,6953.06058324924,6491.86268829574,8325.82158306653,8231.89972533333,6482.97251337903,8601.08238064016,9187.24057994325,9569.16690867896,9560.13625505205,10136.0554370305,0,,664.451693919069,621.993376670627,413.50724211459,1090.10010925967,866.069106597648,1040.59116729732,824.400302839813,1330.99861108246,1252.55114394517,1694.36301600086,1283.41074204673,1682.0370399356,1191.48104310914,2216.97341004934,2326.10425588108,1628.96954372595,1573.02909049066,2424.96078503621,2307.72697856845,2346.72137732656,2033.11916151813,1681.74561198961,1778.01433602827,1737.43429377462,1740.51918767506,2008.17930590436,3512.90234298403,1659.13445635875,1158.65162697617,847.556423378664,928.829805066081,2948.68923904181,3881.62028088702,4467.91809209927,3544.19711212365,4529.67238623862,4365.2992694959,6465.74816133853,6833.66048942605,6524.97347520337,8080.84596837174,7513.89379909688,8902.17421327859,7875.29776642245,8247.37771730758,10097.2410265169,1759.32687502448,2714.60686863337,3421.32602579416,3864.62058454738,3929.57762432952,5998.19730545348,9835.65712413127,8761.30438810686,8461.83173177149,6362.03848577119,5898.05223742889,7939.73036602875,9129.22594185919,10455.487010377,10411.655936963,10246.7784190537,13875.6644163156,17676.4392861152
"NLD","Netherlands",4996.9474215372,3783.60137801236,7145.81975846866,7747.15711301578,8191.03260830355,8652.25634385903,8481.43252986179,8895.87208555141,8481.43252986179,8862.77074624603,8616.52794603812,7879.70886511046,7370.24421629164,9231.01852746396,9101.74844018135,7254.57690940843,9411.11071063026,9888.34972074573,10370.042274486,10191.0250499196,10764.7674788445,139.572404819764,664.451693919069,,0,56.7822205253551,369.521972433889,949.270089721459,1285.74558241548,0,466.60071689673,441.753442066055,832.017654725984,411.076109868739,806.572174317603,510.062204874772,1377.6204792043,1489.18558734693,807.02334331827,736.022123886013,1596.08020027412,1445.89775795307,1459.020758171,1170.73915382459,838.095412468633,1066.68203265282,945.481679289897,941.299158217114,1127.01857582344,2625.57896175164,1073.36115868174,445.69506041517,507.831695884589,202.284708932479,2999.24267748773,4153.79697706656,4263.91638820748,3066.57715345965,4428.88705272712,4088.97427398469,5759.0114524943,6194.70903230796,6144.68936593582,7442.52158301384,6924.67541202751,8394.4862486581,7532.78398909706,7790.92899911478,9318.0744128158,1834.06557410373,1852.88831474419,2644.22556567917,3003.83349794941,3075.06343017233,5347.24242287593,9259.57478019155,8338.70456072859,8244.33680846733,5512.17063889206,5010.91311965617,7111.37957638707,8322.32170658864,9608.37675239386,9801.40776996197,9383.67351890475,13036.1634269163,17621.7261575619
"BEL","Belgium",4958.97905545449,3846.69751713868,7086.45494556204,7689.91710858173,8141.46141068693,8601.97215269194,8425.58519109623,8841.72534813741,8425.58519109623,8805.89010773212,8557.54015538486,7819.71096382144,7308.50203588921,9169.88295281413,9039.23413929289,7186.13386626348,9344.16529642805,9817.31163679015,10302.4354535632,10118.9414608022,10692.641300572,80.9146076084657,621.993376670627,0,,0,245.242281466088,805.162988609161,1213.75910491035,0,595.576510171445,354.565349406871,790.422095658007,405.502636443993,786.592990238159,395.603472421306,1314.67312875846,1425.00395992336,731.337786576206,669.21096104328,1527.69862525465,1401.71452922073,1485.01574875996,1128.64970287706,1007.34111323914,1284.6845239035,1142.32499474017,1123.45339676029,1161.45108904542,2649.55329691421,1315.56662832115,670.169452224828,734.633384823339,451.066840308433,2862.66498400937,4055.86634589685,4122.39229160267,2939.60790825083,4285.64447034577,3949.90374128206,5660.8564187696,6086.33921149406,6013.1789056461,7334.84666637945,6810.82462635069,8276.32966105436,7400.34576724813,7666.52624382609,9237.644189466,1710.27780162202,1808.54597225554,2558.50449143569,2958.68344219752,3023.94501851132,5546.32465032645,9466.86636570553,8570.34489069107,8493.48418836412,5610.42873288809,5031.06393767025,7228.50592846456,8451.38179226718,9699.6176572451,10001.5116211754,9452.88003593471,13088.1421023947,17870.6484242589
"FRA","France",4587.25985148169,3497.75987563405,6535.99160522672,7168.45854824719,7680.61834851078,8135.67002622578,7920.12164550798,8351.51033662682,7920.12164550798,8287.39759068681,8006.97073734912,7257.53597703,6710.89271029137,8585.35670720369,8436.01371273641,6345.49247729407,8690.60224045191,9057.09588667654,9634.55748310708,9307.32548767487,9871.2790682538,34.881954885774,413.50724211459,56.7822205253551,0,,0,0,412.380240814749,0,518.966480516741,148.963326284468,625.518420233341,317.506480495347,637.377718852849,0,804.321452442558,912.534575987618,408.474716538896,431.960420162504,894.370837350826,1048.58728741894,1356.7806028441,926.839032170054,1003.28038183896,1348.95630553276,1173.21688625218,1131.38544571863,1025.68325006604,2469.51189035781,1438.42192864628,786.132999216124,819.898591318178,587.776476448535,2010.278901881,3174.86859306511,3270.05163158628,1995.71560373358,3464.93564365147,3065.7549554156,4781.44199945069,5166.84864226746,5079.5875900757,6415.97984042296,5874.91734618036,7331.48740455152,6469.29421525463,6718.43405089303,8425.83179378158,843.809143596078,1375.37617300658,1784.06510685016,2433.87403088291,2455.88991619193,5531.74078803039,9460.98957340161,8626.45578540548,8616.21956614779,5504.29955286535,4746.62430112028,7131.59627689281,8360.67133014905,9548.73027188946,9980.13519606866,9242.5020813269,12775.7776601767,17941.1846165679
"CHE","Switzerland",5418.09647703421,4338.11426403633,7341.32483899408,7995.56513841303,8527.78478989272,8982.35953890808,8756.29459288905,9193.91262392158,8756.29459288905,9114.95214556315,8809.07084355903,8050.90157046122,7454.4912475561,9347.34570697734,9159.31263493026,7005.1709042449,9379.61954765292,9740.31491159263,10323.7844707247,9977.71632991835,10534.0258240111,575.141128774182,1090.10010925967,369.521972433889,245.242281466088,0,,474.307728901804,1101.67318516322,0,532.472985477597,0,432.55873067601,310.914557861634,508.739327001313,0,851.292991420478,958.889039753015,262.382757952139,225.660870320789,1056.27482035553,981.600448890672,1225.3073881025,755.474148679106,1048.99952173397,1423.83855184117,1233.51226614144,1179.49048436368,893.082953402983,2342.2710727654,1543.65535986282,899.476492223159,1144.36422587599,786.643700040495,2536.80813268539,3778.48852368408,3734.0182120003,2489.39844065538,3912.23325202335,3549.82356381336,5174.60212356208,5608.42590872454,5575.05245486348,6856.08733437815,6334.39733105097,7803.65967452347,6964.95293374057,7205.92060208273,8753.15742027196,1409.1690493584,1377.64718146463,2072.76382966619,2514.06318209149,2566.78349703348,5511.8173901097,9439.78323787229,8664.38979759026,8701.2033932205,5376.91375984398,4692.19137296308,7013.44506065216,8248.81067785082,9438.09823041899,9943.65325445379,9162.36594559517,12760.805406928,17979.1390388461
"ESP","Spain",4523.79600436159,3393.75006384754,5201.26195192674,6006.16045420618,6899.14767261257,7277.36720817197,6811.27315208287,7313.47279940586,6811.27315208287,7009.29668277984,6543.13844423847,5716.54037626332,4874.08436895912,6823.08777811038,6498.67726095283,4087.86408224209,6479.0864777389,6804.29727212474,7463.54993557905,7038.93088406103,7605.3855832371,702.967615471376,866.069106597648,949.270089721459,805.162988609161,0,474.307728901804,,0,673.755125622013,1293.33221833962,724.585421278394,1132.79624150081,1071.3738591375,1254.32765474868,341.743086125728,1280.19628184914,1383.52440968964,890.513129603065,898.731500397264,1318.30994086741,1542.8134992767,1937.54757560113,1416.43578310112,1809.17436063276,2175.02868125522,1990.7182175177,1939.53955282913,1617.71288588551,2976.60577929828,2264.95092874538,1610.09924628101,1735.26118210635,1442.70725399474,814.904704877003,1232.85947514632,2453.42653256413,1938.30049076645,2234.43672892944,2486.44981893447,4933.6370114518,5253.54005497624,4605.32447953253,6496.55374767594,5917.54243523384,6902.87300717151,5746.47462517983,6379.76463261294,8624.75815049496,22.0480871837099,1829.31121854266,2080.85834949566,2842.01803644714,2846.39076306536,6271.82901776884,10197.1353503882,9427.91495656848,9448.12695459975,6044.42525199562,5205.05820845292,7688.02383906466,8928.551296364,10020.4604141542,10693.2232380382,9700.3439157126,13188.533522191,17172.1359388705
"PRT","Portugal",2984.81581770905,1932.3938538775,4239.34263554725,4928.03599366978,5602.91848195363,6031.34921200315,5711.95913041928,6177.15082780041,5711.95913041928,6042.5718967611,5703.27841464372,4942.95427274037,4388.22127815701,6257.07333316056,6121.42285230424,4381.95921665911,6477.79350061625,7116.59401857264,7447.11366660967,7543.65503546725,8116.45335188555,896.526506766606,1040.59116729732,1285.74558241548,1213.75910491035,412.380240814749,1101.67318516322,0,,1279.95412773716,1911.83940991653,1395.76305728591,1868.907133539,1703.80261326056,1960.844929786,1108.9138763956,2108.05960626876,2217.65340723874,1645.66318928961,1651.5273907816,2190.29097917679,2341.32762627562,2674.65966959176,2176.14287808742,2381.13252461111,2680.36794678892,2532.22191738791,2504.45897617902,2344.34951031949,3754.62945915814,2695.30898009911,2063.88641900478,2020.44988797277,1823.05350600347,1309.33950450925,1786.91465548354,2929.29869965073,2299.06083150723,2797.25774627304,2858.55318457374,5573.97115760981,5758.77127431473,5056.3627009828,6958.8698678658,6249.62435203528,7434.36956056539,6310.07101397464,6828.05817727432,9292.14139519015,204.59468373083,2682.10983325085,2984.71364784053,3728.42251424855,3740.29815878247,6922.61211179716,10850.1847881496,9962.4361702331,9830.63353055445,6814.15259665028,6051.82606742069,8455.22629900033,9693.45841187296,10844.8875331291,11373.3512659072,10546.1840390915,14077.5709046671,17087.6688753869
"DEU","Germany",5130.67739538708,3675.38001468697,7319.55312370793,7920.88732867845,8351.55503187503,8813.56276396022,8650.84290808011,9061.49014018971,8650.84290808011,9035.2950003968,8790.84067087632,8052.17745303688,7532.92957935684,9399.70264174329,9258.38825260831,7202.22481126849,9535.69542464873,9927.79165096697,10487.2021521846,10172.1303170158,10730.6705174554,297.427072154255,824.400302839813,0,0,0,0,673.755125622013,1279.95412773716,,0,0,222.316304879445,0,225.736355578013,48.0343749057448,750.695337321466,862.595264059725,224.519633931436,119.2088846003,971.985185504174,830.342133208213,898.782645073561,560.744153372425,369.282958319226,637.557875132656,497.293360554133,479.64501891406,575.483867671261,2064.84954858932,710.463866932076,84.137549849508,338.066635872475,6.19579706224071,2733.1433492409,3978.62491221802,3924.16172793532,2640.37870170924,4102.86368317153,3726.38810060215,5173.1787771022,5641.68620395822,5728.8204036624,6884.47481049337,6394.93687518415,7885.86217164444,7119.24037720283,7325.1233280809,8698.62358209459,1608.54578924319,1234.2636837053,2038.3847406564,2382.04607660802,2448.51925424629,4901.91553985558,8819.44031509598,7927.06433661785,7892.30794934667,4994.86361582104,4450.16004432214,6612.0001113257,7835.31928880214,9086.04182342632,9357.0882979792,8845.64313367736,12489.2493045379,17243.7841431871
